CPV CODE,Omschrijving,Mapped GPP
90520000-8,"Diensten op het gebied van radioactief, toxisch, medisch en gevaarlijk afval",GPP: Not applicable
90521000-5,Diensten voor behandeling van radioactief afval,GPP: Not applicable
90521100-6,Ophalen van radioactief afval,GPP: Not applicable
90521200-7,Diensten voor opslag van radioactief afval,GPP: Not applicable
90521300-8,Verwijderen van radioactief afval,GPP: Not applicable
90521400-9,Vervoer van radioactief afval,GPP: Not applicable
90521410-2,Vervoer van lichtradioactief afval,GPP: Not applicable
90521420-5,Vervoer van middelradioactief afval,GPP: Not applicable
90521500-0,Verpakken van radioactief afval,GPP: Not applicable
90521510-3,Verpakken van lichtradioactief afval,GPP: Not applicable
90521520-6,Verpakken van middelradioactief afval,GPP: Not applicable
90522000-2,Diensten in verband met vervuilde grond,GPP: Not applicable
90522100-3,Diensten voor het verwijderen van verontreinigde grond,GPP: Not applicable
90522200-4,Verwijderen van verontreinigde grond,GPP: Not applicable
90522300-5,Behandeling van verontreinigde grond,GPP: Not applicable
90522400-6,Reiniging en behandeling van grond,GPP: Not applicable
90523000-9,"Verwijdering van giftig afval, met uitzondering van radioactief afval en vervuilde grond",GPP: Not applicable
90523100-0,Diensten voor het verwijderen van wapens en munitie,GPP: Not applicable
90523200-1,Ontmijningsdiensten,GPP: Not applicable
90523300-2,Mijnenveegdiensten,GPP: Not applicable
90524000-6,Diensten voor medisch afval,GPP: Not applicable
90524100-7,Diensten voor het ophalen van ziekenhuisafval,GPP: Not applicable
90524200-8,Diensten voor het verwerken van ziekenhuisafval,GPP: Not applicable
90524300-9,Diensten voor het verwijderen van biologisch afval,GPP: Not applicable
90524400-0,"Ophalen, vervoeren en verwerken van ziekenhuisafval",GPP: Not applicable
90530000-1,Exploitatie van een stortplaats,GPP: Not applicable
90531000-8,Beheer van stortplaats,GPP: Not applicable
90532000-5,Beheer van steenkoolstortplaats,GPP: Not applicable
90533000-2,Beheer van afvalstortplaats,GPP: Not applicable
90600000-3,"Verwijderen, schoonmaken en ontsmetten binnen een stedelijke en/of landelijke omgeving",GPP: Public Space Maintenance
90610000-6,Straatreinigings- en veegdiensten,GPP: Public Space Maintenance
90611000-3,Straatreinigingsdiensten,GPP: Public Space Maintenance
90612000-0,Straatveegdiensten,GPP: Public Space Maintenance
90620000-9,Sneeuwruimingsdiensten,GPP: Public Space Maintenance
90630000-2,IJsbestrijdingsdiensten,GPP: Public Space Maintenance
90640000-5,Diensten voor het reinigen en leeghalen van kolken,GPP: Public Space Maintenance
90641000-2,Diensten voor het reinigen van kolken,GPP: Public Space Maintenance
90642000-9,Diensten voor het leeghalen van kolken,GPP: Public Space Maintenance
90650000-8,Diensten voor het verwijderen van asbest,GPP: Not applicable
90660000-1,Diensten voor het verwijderen van lood,GPP: Not applicable
90670000-4,Desinfectering en ongediertebestrijding binnen een stedelijke en/of landelijke omgeving,GPP: Not applicable
90680000-7,Strandreinigingsdiensten,GPP: Public Space Maintenance
90690000-0,Diensten voor graffitiverwijdering,GPP: Public Space Maintenance
90700000-4,Milieuzorgdiensten,GPP: Not applicable
90710000-7,Milieubeheer,GPP: Not applicable
90711000-4,Milieueffectstudie voor andere dan bouwwerkzaamheden,GPP: Not applicable
90711100-5,Risicobeoordeling voor andere dan bouwwerkzaamheden,GPP: Not applicable
90711200-6,Milieunormen voor andere activiteiten dan bouw,GPP: Not applicable
90711300-7,Analyse van milieu-indicatoren voor andere dan bouwwerkzaamheden,GPP: Not applicable
90711400-8,Uitvoeren van milieueffectstudie voor andere dan bouwwerkzaamheden,GPP: Not applicable
90711500-9,Milieutoezicht voor andere activiteiten dan bouw,GPP: Not applicable
90712000-1,Milieuplanning,GPP: Not applicable
90712100-2,Planning van stadsmilieuontwikkeling,GPP: Not applicable
90712200-3,Planning van bosbeschermingsstrategie,GPP: Not applicable
90712300-4,Planning van zeebeschermingsstrategie,GPP: Not applicable
90712400-5,Planningsdiensten voor beheers- of beschermingsstrategie van natuurlijke rijkdommen,GPP: Not applicable
90712500-6,Bouwen of plannen van milieu-instituut,GPP: Not applicable
90713000-8,Adviesdiensten inzake milieuproblematiek,GPP: Not applicable
90713100-9,"Adviesdiensten inzake watervoorziening en afvalwater, anders dan voor de bouw",GPP: Not applicable
90714000-5,Uitvoeren van milieuaudits,GPP: Not applicable
90714100-6,Milieu-informatiesystemen,GPP: Not applicable
90714200-7,Diensten voor milieuaudits voor bedrijven,GPP: Not applicable
90714300-8,Diensten voor sectorale milieuaudits,GPP: Not applicable
90714400-9,Diensten voor activiteitengerichte milieuaudits,GPP: Not applicable
90714500-0,Diensten voor milieukwaliteitscontrole,GPP: Not applicable
90714600-1,Diensten voor milieuveiligheidstoezicht,GPP: Not applicable
90715000-2,Diensten voor onderzoek naar vervuiling,GPP: Not applicable
90715100-3,Diensten voor onderzoek naar vervuiling door chemische stoffen en olie,GPP: Not applicable
90715110-6,Onderzoek van gasfabrieksterrein,GPP: Not applicable
90715120-9,Onderzoek van terreinen voor afval van chemische fabrieken of olieraffinaderijen,GPP: Not applicable
90715200-4,Overige diensten voor onderzoek naar vervuiling,GPP: Not applicable
90715210-7,Onderzoek van terrein van olieopslagplaats of- terminal,GPP: Not applicable
90715220-0,Onderzoek van industrieterrein,GPP: Not applicable
90715230-3,Onderzoek van stortplaats voor industrieafval,GPP: Not applicable
90715240-6,Onderzoek van terrein van houtbehandelingsfabriek,GPP: Not applicable
90715250-9,Onderzoek van terrein van chemische reiniging,GPP: Not applicable
90715260-2,Onderzoek van gieterijterrein,GPP: Not applicable
90715270-5,Onderzoek van terrein van recyclinginstallatie,GPP: Not applicable
90715280-8,Onderzoek van terrein van voedselverwerkingsfabriek,GPP: Not applicable
90720000-0,Milieubescherming,GPP: Not applicable
90721000-7,Milieuveiligheidsdiensten,GPP: Not applicable
90721100-8,Diensten voor landschapsbescherming,GPP: Not applicable
90721200-9,Diensten in verband met bescherming van de ozonlaag,GPP: Not applicable
90721300-0,Diensten voor bescherming tegen voedsel- of diervoederbesmetting,GPP: Not applicable
90721400-1,Diensten voor bescherming van genetische rijkdommen,GPP: Not applicable
90721500-2,Diensten voor bescherming tegen giftige stoffen,GPP: Not applicable
90721600-3,Stralingsbeschermingsdiensten,GPP: Not applicable
90721700-4,Diensten voor bescherming van bedreigde planten- en diersoorten,GPP: Not applicable
90721800-5,Diensten voor bescherming tegen natuurlijke risico's of gevaren,GPP: Not applicable
90722000-4,Milieuherstel,GPP: Not applicable
90722100-5,Schoonmaken van industrieterreinen,GPP: Not applicable
90722200-6,Milieureinigingsdiensten,GPP: Not applicable
90722300-7,Landwinningsdiensten,GPP: Not applicable
90730000-3,"Opsporing van vervuiling, toezicht en verwijdering",GPP: Not applicable
90731000-0,Diensten in verband met luchtvervuling,GPP: Not applicable
90731100-1,Beheer van de luchtkwaliteit,GPP: Not applicable
90731200-2,Diensten voor beheer of controle in verband met grensoverschrijdende luchtverontreiniging,GPP: Not applicable
90731210-5,Aankoop van CO2-emissierechten,GPP: Not applicable
90731300-3,Diensten voor bescherming tegen luchtvervuiling,GPP: Not applicable
90731400-4,Diensten voor toezicht op of meting van luchtvervuiling,GPP: Not applicable
90731500-5,Diensten voor opsporing van giftige gassen,GPP: Not applicable
90731600-6,Toezicht op methaan,GPP: Not applicable
90731700-7,Diensten voor toezicht op kooldioxide,GPP: Not applicable
90731800-8,Toezicht op deeltjes in de lucht,GPP: Not applicable
90731900-9,Diensten voor toezicht op de aantasting van de ozonlaag,GPP: Not applicable
90732000-7,Diensten in verband met bodemvervuiling,GPP: Not applicable
90732100-8,Diensten voor bescherming tegen bodemvervuiling,GPP: Not applicable
90732200-9,Diensten voor verwijdering van vervuilde grond,GPP: Not applicable
90732300-0,Behandelen of verbeteren van vervuilde grond,GPP: Not applicable
90732400-1,Adviesdiensten op het gebied van bodemvervuiling,GPP: Not applicable
90732500-2,In kaart brengen van bodemvervuiling,GPP: Not applicable
90732600-3,Toezicht op of meting van bodemvervuiling,GPP: Not applicable
90732700-4,Beoordeling van vervuiling door organische meststoffen,GPP: Not applicable
90732800-5,Beoordeling van vervuiling door bestrijdingsmiddelen,GPP: Not applicable
90732900-6,Beoordeling van vervuiling door nitraten en fosfaten,GPP: Not applicable
90732910-9,Beoordeling van vervuiling door nitraten,GPP: Not applicable
90732920-2,Beoordeling van vervuiling door fosfaten,GPP: Not applicable
90733000-4,Diensten in verband met watervervuiling,GPP: Not applicable
90733100-5,Diensten voor toezicht of controle van oppervlaktewatervervuiling,GPP: Not applicable
90733200-6,Opruimdiensten voor vervuild oppervlaktewater,GPP: Not applicable
90733300-7,Diensten voor bescherming van oppervlaktewater tegen vervuiling,GPP: Not applicable
90733400-8,Diensten voor behandeling van oppervlaktewater,GPP: Not applicable
90733500-9,Afvoerdiensten van vervuild oppervlaktewater,GPP: Not applicable
90733600-0,Beheer of controle in verband met grensoverschrijdende verontreiniging van oppervlaktewater,GPP: Not applicable
90733700-1,Diensten voor toezicht op of beheersing van grondwatervervuiling,GPP: Not applicable
90733800-2,Diensten voor afvoer van vervuild grondwater,GPP: Not applicable
90733900-3,Diensten voor behandelen of zuiveren van vervuild grondwater,GPP: Not applicable
90740000-6,"Diensten in verband met opsporing, toezicht en verwijdering van vervuilende stoffen",GPP: Not applicable
90741000-3,Diensten in verband met olievervuiling,GPP: Not applicable
90741100-4,Diensten voor tozicht op olielekkage,GPP: Not applicable
90741200-5,Diensten voor beheersing van olielekkage,GPP: Not applicable
90741300-6,Opruimdiensten bij olielekkage,GPP: Not applicable
90742000-0,Diensten in verband met geluidsvervuiling,GPP: Not applicable
90742100-1,Diensten voor geluidsbeheersing,GPP: Not applicable
90742200-2,Diensten voor bescherming tegen geluidsvervuiling,GPP: Not applicable
90742300-3,Diensten voor toezicht op geluidsvervuiling,GPP: Not applicable
90742400-4,Adviesdiensten in verband met geluidsvervuiling,GPP: Not applicable
90743000-7,Diensten in verband met vervuiling door giftige stoffen,GPP: Not applicable
90743100-8,Diensten voor toezicht op giftige stoffen,GPP: Not applicable
90743200-9,Diensten voor opruimen van giftige stoffen,GPP: Not applicable
90900000-6,Schoonmaak- en afvalverwijderingsdiensten,GPP: Not applicable
90910000-9,Reinigingsdiensten,GPP: Cleaning products and services
90911000-6,Reiniging van woningen en gebouwen en glazenwassersdiensten,GPP: Cleaning products and services
90911100-7,Reinigen van accommodatie,GPP: Cleaning products and services
90911200-8,Reiniging van gebouwen,GPP: Cleaning products and services
90911300-9,Wassen van ramen,GPP: Cleaning products and services
90912000-3,Straalreiniging van buisvormige objecten,GPP: Not applicable
90913000-0,Reinigingsdiensten van tanks en reservoirs,GPP: Not applicable
90913100-1,Reiniging van tanks,GPP: Not applicable
90913200-2,Reiniging van reservoir,GPP: Not applicable
90914000-7,Reinigingsdiensten van parkeerplaatsen,GPP: Not applicable
90915000-4,Diensten voor reiniging van ovens en schoorsteenvegen,GPP: Not applicable
90916000-1,Reiniging van telefoonapparatuur,GPP: Not applicable
90917000-8,Reiniging van transportuitrusting,GPP: Not applicable
90918000-5,Reinigen van vuilnisbakken,GPP: Not applicable
90919000-2,"Reinigingsdiensten van kantoren, scholen en kantoorapparatuur",GPP: Cleaning products and services
90919100-3,Reiniging van kantooruitrusting,GPP: Cleaning products and services
90919200-4,Schoonmaken van kantoren,GPP: Cleaning products and services
90919300-5,Schoonmaken van scholen,GPP: Cleaning products and services
90920000-2,Afvalverwerkingsdiensten in verband met voorzieningen,GPP: Not applicable
90921000-9,Desinfectering en ongediertebestrijding,GPP: Cleaning products and services
90922000-6,Ongediertebestrijding,GPP: Not applicable
90923000-3,Diensten voor het uitroeien van ratten,GPP: Not applicable
90924000-0,Fumigatiediensten,GPP: Not applicable
92000000-1,"Cultuur-, sport- en recreatiediensten",GPP: Not applicable
92100000-2,Film- en videodiensten,GPP: Not applicable
92110000-5,Productie van films en video's en aanverwante diensten,GPP: Not applicable
92111000-2,Productie van films en video's,GPP: Not applicable
92111100-3,Productie van instructiefilms en -video's,GPP: Not applicable
92111200-4,"Productie van films en video's voor reclame, propaganda en informatie",GPP: Not applicable
92111210-7,Productie van reclamefilms,GPP: Not applicable
92111220-0,Productie van reclamevideo's,GPP: Not applicable
92111230-3,Productie van propagandafilms,GPP: Not applicable
92111240-6,Productie van propagandavideo's,GPP: Not applicable
92111250-9,Productie van informatiefilms,GPP: Not applicable
92111260-2,Productie van informatievideo's,GPP: Not applicable
92111300-5,Productie van amusementsfilms en -video's,GPP: Not applicable
92111310-8,Productie van amusementsfilms,GPP: Not applicable
92111320-1,Productie van amusementsvideo's,GPP: Not applicable
92112000-9,Diensten in verband met de productie van films en video's,GPP: Not applicable
92120000-8,Distributie van films en video's,GPP: Not applicable
92121000-5,Distributie van video's,GPP: Not applicable
92122000-2,Filmdistributiediensten,GPP: Not applicable
92130000-1,Filmprojectiediensten,GPP: Not applicable
92140000-4,Videobandprojectiediensten,GPP: Not applicable
92200000-3,Radio- en televisiediensten,GPP: Not applicable
92210000-6,Radiodiensten,GPP: Not applicable
92211000-3,Radioproductiediensten,GPP: Not applicable
92213000-7,Radiodiensten op kleine schaal,GPP: Not applicable
92214000-4,Diensten voor radio-studio of apparatuur,GPP: Not applicable
92215000-1,General Packet Radio Services (GMRS)-diensten,GPP: Not applicable
92216000-8,Radiofamilieprogrammadiensten,GPP: Not applicable
92217000-5,General Mobile Radio Services (GMRS)-diensten/familieradio,GPP: Not applicable
92220000-9,Televisiediensten,GPP: Not applicable
92221000-6,Televisieproductiediensten,GPP: Not applicable
92222000-3,Diensten voor gesloten televisiecircuits,GPP: Not applicable
92224000-7,Digitale tv-diensten,GPP: Not applicable
92225000-4,Diensten voor interactieve televisie,GPP: Not applicable
92225100-7,Diensten voor uitzending van films op verzoek,GPP: Not applicable
92226000-1,Teleprogrammeringsdiensten,GPP: Not applicable
92230000-2,Radio- en televisiekabeldiensten,GPP: Not applicable
92231000-9,Internationale bilaterale diensten en internationale privé-geleaste lijnen,GPP: Not applicable
92232000-6,Kabeltv-diensten,GPP: Not applicable
92300000-4,Amusementsdiensten,GPP: Not applicable
92310000-7,Scheppende en uitvoerende kunst- en literatuurdiensten,GPP: Not applicable
92311000-4,Kunstwerken,GPP: Not applicable
92312000-1,Artistieke diensten,GPP: Not applicable
92312100-2,"Diensten verleend door theaterproducenten, zanggroepen, bands en orkesten",GPP: Not applicable
92312110-5,Diensten verleend door theaterproducenten,GPP: Not applicable
92312120-8,Diensten verleend door zanggroepen,GPP: Not applicable
92312130-1,Diensten verleend door bands,GPP: Not applicable
92312140-4,Diensten verleend door orkesten,GPP: Not applicable
92312200-3,"Dienstverlening door auteurs, componisten, beeldhouwers, entertainers en andere individuele artiesten",GPP: Not applicable
