CPV Code,Omschrijving,GPP Module(s),Qualifier
45261910-6,Reparatie van daken,"Ontwerp, bouw en beheer van kantoorgebouwen","Let op: alleen van toepassing indien onderdeel van ontwerp, bouw of beheer van een kantoorgebouw."
45261920-9,Onderhoud van daken,"Ontwerp, bouw en beheer van kantoorgebouwen","Let op: alleen van toepassing indien onderdeel van ontwerp, bouw of beheer van een kantoorgebouw."
45262000-1,"Gespecialiseerde bouwwerkzaamheden, met uitzondering van dakdekkerswerkzaamheden","Ontwerp, bouw en beheer van kantoorgebouwen; Onderhoud van de openbare ruimte; Ontwerp, bouw en onderhoud van wegen","Let op: alleen van toepassing indien onderdeel van ontwerp, bouw of beheer van een kantoorgebouw.; Let op: alleen van toepassing indien onderdeel van aanleg of onderhoud van openbare ruimte.; Let op: alleen van toepassing indien onderdeel van ontwerp, bouw of onderhoud van wegen."
45262100-2,Steigerbouw,"Ontwerp, bouw en beheer van kantoorgebouwen; Onderhoud van de openbare ruimte; Ontwerp, bouw en onderhoud van wegen","Let op: alleen van toepassing indien onderdeel van ontwerp, bouw of beheer van een kantoorgebouw.; Let op: alleen van toepassing indien onderdeel van aanleg of onderhoud van openbare ruimte.; Let op: alleen van toepassing indien onderdeel van ontwerp, bouw of onderhoud van wegen."
45262110-5,Ontmantelen van steigers,"Ontwerp, bouw en beheer van kantoorgebouwen; Onderhoud van de openbare ruimte; Ontwerp, bouw en onderhoud van wegen","Let op: alleen van toepassing indien onderdeel van ontwerp, bouw of beheer van een kantoorgebouw.; Let op: alleen van toepassing indien onderdeel van aanleg of onderhoud van openbare ruimte.; Let op: alleen van toepassing indien onderdeel van ontwerp, bouw of onderhoud van wegen."
45262120-8,Bouwen van steigers,"Ontwerp, bouw en beheer van kantoorgebouwen; Onderhoud van de openbare ruimte; Ontwerp, bouw en onderhoud van wegen","Let op: alleen van toepassing indien onderdeel van ontwerp, bouw of beheer van een kantoorgebouw.; Let op: alleen van toepassing indien onderdeel van aanleg of onderhoud van openbare ruimte.; Let op: alleen van toepassing indien onderdeel van ontwerp, bouw of onderhoud van wegen."
45262200-3,Funderingswerkzaamheden en boren van waterputten,"Ontwerp, bouw en beheer van kantoorgebouwen; Onderhoud van de openbare ruimte; Ontwerp, bouw en onderhoud van wegen","Let op: alleen van toepassing indien onderdeel van ontwerp, bouw of beheer van een kantoorgebouw.; Let op: alleen van toepassing indien onderdeel van aanleg of onderhoud van openbare ruimte.; Let op: alleen van toepassing indien onderdeel van ontwerp, bouw of onderhoud van wegen."
45262210-6,Funderingswerkzaamheden,"Ontwerp, bouw en beheer van kantoorgebouwen; Onderhoud van de openbare ruimte; Ontwerp, bouw en onderhoud van wegen","Let op: alleen van toepassing indien onderdeel van ontwerp, bouw of beheer van een kantoorgebouw.; Let op: alleen van toepassing indien onderdeel van aanleg of onderhoud van openbare ruimte.; Let op: alleen van toepassing indien onderdeel van ontwerp, bouw of onderhoud van wegen."
45262211-3,Heien,"Ontwerp, bouw en beheer van kantoorgebouwen; Onderhoud van de openbare ruimte; Ontwerp, bouw en onderhoud van wegen","Let op: alleen van toepassing indien onderdeel van ontwerp, bouw of beheer van een kantoorgebouw.; Let op: alleen van toepassing indien onderdeel van aanleg of onderhoud van openbare ruimte.; Let op: alleen van toepassing indien onderdeel van ontwerp, bouw of onderhoud van wegen."
45262212-0,"Aanbrengen van wandbekleding, beschotting, grondkeringen","Ontwerp, bouw en beheer van kantoorgebouwen; Onderhoud van de openbare ruimte; Ontwerp, bouw en onderhoud van wegen","Let op: alleen van toepassing indien onderdeel van ontwerp, bouw of beheer van een kantoorgebouw.; Let op: alleen van toepassing indien onderdeel van aanleg of onderhoud van openbare ruimte.; Let op: alleen van toepassing indien onderdeel van ontwerp, bouw of onderhoud van wegen."
45262213-7,Diepwandmethode,"Ontwerp, bouw en beheer van kantoorgebouwen; Onderhoud van de openbare ruimte; Ontwerp, bouw en onderhoud van wegen","Let op: alleen van toepassing indien onderdeel van ontwerp, bouw of beheer van een kantoorgebouw.; Let op: alleen van toepassing indien onderdeel van aanleg of onderhoud van openbare ruimte.; Let op: alleen van toepassing indien onderdeel van ontwerp, bouw of onderhoud van wegen."
45262220-9,Boren van waterputten,"Ontwerp, bouw en beheer van kantoorgebouwen; Ontwerp, bouw en onderhoud van wegen; Onderhoud van de openbare ruimte","Let op: alleen van toepassing indien onderdeel van ontwerp, bouw of beheer van een kantoorgebouw.; Let op: alleen van toepassing indien onderdeel van ontwerp, bouw of onderhoud van wegen.; Let op: alleen van toepassing indien onderdeel van aanleg of onderhoud van openbare ruimte."
45262300-4,Betonwerk,"Ontwerp, bouw en beheer van kantoorgebouwen; Ontwerp, bouw en onderhoud van wegen; Onderhoud van de openbare ruimte","Let op: alleen van toepassing indien onderdeel van ontwerp, bouw of beheer van een kantoorgebouw.; Let op: alleen van toepassing indien onderdeel van ontwerp, bouw of onderhoud van wegen.; Let op: alleen van toepassing indien onderdeel van aanleg of onderhoud van openbare ruimte."
45262310-7,Betonwerk van gewapend beton,"Ontwerp, bouw en beheer van kantoorgebouwen; Ontwerp, bouw en onderhoud van wegen; Onderhoud van de openbare ruimte","Let op: alleen van toepassing indien onderdeel van ontwerp, bouw of beheer van een kantoorgebouw.; Let op: alleen van toepassing indien onderdeel van ontwerp, bouw of onderhoud van wegen.; Let op: alleen van toepassing indien onderdeel van aanleg of onderhoud van openbare ruimte."
45262311-4,Betoncascobouw,"Ontwerp, bouw en beheer van kantoorgebouwen; Ontwerp, bouw en onderhoud van wegen; Onderhoud van de openbare ruimte","Let op: alleen van toepassing indien onderdeel van ontwerp, bouw of beheer van een kantoorgebouw.; Let op: alleen van toepassing indien onderdeel van ontwerp, bouw of onderhoud van wegen.; Let op: alleen van toepassing indien onderdeel van aanleg of onderhoud van openbare ruimte."
45262320-0,Afreiwerken,"Ontwerp, bouw en beheer van kantoorgebouwen; Ontwerp, bouw en onderhoud van wegen; Onderhoud van de openbare ruimte","Let op: alleen van toepassing indien onderdeel van ontwerp, bouw of beheer van een kantoorgebouw.; Let op: alleen van toepassing indien onderdeel van ontwerp, bouw of onderhoud van wegen.; Let op: alleen van toepassing indien onderdeel van aanleg of onderhoud van openbare ruimte."
45262321-7,Afreien van vloeren,"Ontwerp, bouw en beheer van kantoorgebouwen; Onderhoud van de openbare ruimte","Let op: alleen van toepassing indien onderdeel van ontwerp, bouw of beheer van een kantoorgebouw.; Let op: alleen van toepassing indien onderdeel van aanleg of onderhoud van openbare ruimte."
45262330-3,Reparatie van betonwerk,"Ontwerp, bouw en beheer van kantoorgebouwen; Ontwerp, bouw en onderhoud van wegen; Onderhoud van de openbare ruimte","Let op: alleen van toepassing indien onderdeel van ontwerp, bouw of beheer van een kantoorgebouw.; Let op: alleen van toepassing indien onderdeel van ontwerp, bouw of onderhoud van wegen.; Let op: alleen van toepassing indien onderdeel van aanleg of onderhoud van openbare ruimte."
45262340-6,Injecteren van mortel,"Ontwerp, bouw en beheer van kantoorgebouwen; Ontwerp, bouw en onderhoud van wegen; Onderhoud van de openbare ruimte","Let op: alleen van toepassing indien onderdeel van ontwerp, bouw of beheer van een kantoorgebouw.; Let op: alleen van toepassing indien onderdeel van ontwerp, bouw of onderhoud van wegen.; Let op: alleen van toepassing indien onderdeel van aanleg of onderhoud van openbare ruimte."
45262350-9,Betonwerk van ongewapend beton,"Ontwerp, bouw en beheer van kantoorgebouwen; Ontwerp, bouw en onderhoud van wegen; Onderhoud van de openbare ruimte","Let op: alleen van toepassing indien onderdeel van ontwerp, bouw of beheer van een kantoorgebouw.; Let op: alleen van toepassing indien onderdeel van ontwerp, bouw of onderhoud van wegen.; Let op: alleen van toepassing indien onderdeel van aanleg of onderhoud van openbare ruimte."
45262360-2,Cementeerwerkzaamheden,"Ontwerp, bouw en beheer van kantoorgebouwen; Ontwerp, bouw en onderhoud van wegen; Onderhoud van de openbare ruimte","Let op: alleen van toepassing indien onderdeel van ontwerp, bouw of beheer van een kantoorgebouw.; Let op: alleen van toepassing indien onderdeel van ontwerp, bouw of onderhoud van wegen.; Let op: alleen van toepassing indien onderdeel van aanleg of onderhoud van openbare ruimte."
45262370-5,Aanbrengen van betonbekleding,"Ontwerp, bouw en beheer van kantoorgebouwen; Ontwerp, bouw en onderhoud van wegen; Onderhoud van de openbare ruimte","Let op: alleen van toepassing indien onderdeel van ontwerp, bouw of beheer van een kantoorgebouw.; Let op: alleen van toepassing indien onderdeel van ontwerp, bouw of onderhoud van wegen.; Let op: alleen van toepassing indien onderdeel van aanleg of onderhoud van openbare ruimte."
45262400-5,Optrekken van staalconstructies,"Ontwerp, bouw en beheer van kantoorgebouwen; Ontwerp, bouw en onderhoud van wegen; Onderhoud van de openbare ruimte","Let op: alleen van toepassing indien onderdeel van ontwerp, bouw of beheer van een kantoorgebouw.; Let op: alleen van toepassing indien onderdeel van ontwerp, bouw of onderhoud van wegen.; Let op: alleen van toepassing indien onderdeel van aanleg of onderhoud van openbare ruimte."
45262410-8,Optrekken van staalconstructies voor gebouwen,"Ontwerp, bouw en beheer van kantoorgebouwen","Let op: alleen van toepassing indien onderdeel van ontwerp, bouw of beheer van een kantoorgebouw."
45262420-1,Optrekken van staalconstructies voor installaties,"Ontwerp, bouw en beheer van kantoorgebouwen","Let op: alleen van toepassing indien onderdeel van ontwerp, bouw of beheer van een kantoorgebouw."
45262500-6,Metselwerk in baksteen en bouwsteen,"Ontwerp, bouw en beheer van kantoorgebouwen",Let op: alleen van toepassing indien het gaat om metselwerk binnen bouw of renovatie van een kantoorgebouw.
45262510-9,Steenwerk,"Ontwerp, bouw en beheer van kantoorgebouwen",Let op: alleen van toepassing indien het gaat om bouwkundig steenwerk binnen de scope van een kantoorgebouw.
45262511-6,Steenhouwen,"Ontwerp, bouw en beheer van kantoorgebouwen",Let op: alleen van toepassing indien het bewerken van steen onderdeel is van de bouw of renovatie van een kantoorgebouw.
45262512-3,Behakt steenwerk,"Ontwerp, bouw en beheer van kantoorgebouwen",Let op: alleen van toepassing indien het bouwkundig behakt steenwerk betreft in een kantoorgebouw.
45262520-2,Metselwerk in baksteen,"Ontwerp, bouw en beheer van kantoorgebouwen",Let op: alleen van toepassing indien het metselwerk onderdeel is van de bouw of renovatie van een kantoorgebouw.
45262521-9,Bekledingsmetselwerk,"Ontwerp, bouw en beheer van kantoorgebouwen",Let op: alleen van toepassing indien het gaat om gevel- of interieurmetselwerk van een kantoorgebouw.
45262522-6,Metselwerk,"Ontwerp, bouw en beheer van kantoorgebouwen",Let op: alleen van toepassing indien het metselwerk binnen de GPP-scope van kantoorgebouwen valt.
45262600-7,Diverse gespecialiseerde bouwwerkzaamheden,"Ontwerp, bouw en beheer van kantoorgebouwen",Let op: alleen van toepassing indien het gaat om structurele werkzaamheden aan kantoorgebouwen binnen de GPP-scope.
45262610-0,Fabrieksschoorstenen,"Ontwerp, bouw en beheer van kantoorgebouwen",Let op: alleen van toepassing indien onderdeel van de bouw of renovatie van een kantoorgebouw.
45262620-3,Steunmuren,"Ontwerp, bouw en beheer van kantoorgebouwen",Let op: alleen van toepassing indien het de bouwkundige structuur van een kantoorgebouw betreft.
45262650-2,Bekledingswerkzaamheden,"Ontwerp, bouw en beheer van kantoorgebouwen","Let op: alleen van toepassing indien het gaat om wand-, gevel- of interieurafwerking binnen een kantoorgebouw."
45262660-5,Verwijderen van asbest,"Ontwerp, bouw en beheer van kantoorgebouwen",Let op: alleen van toepassing indien het onderdeel is van renovatie of sloop binnen de GPP-scope.
45262690-4,Opknapwerk van vervallen gebouwen,"Ontwerp, bouw en beheer van kantoorgebouwen",Let op: alleen van toepassing indien renovatie van een kantoorgebouw betreft.
45262700-8,Verbouwingswerkzaamheden,"Ontwerp, bouw en beheer van kantoorgebouwen",Let op: alleen van toepassing indien het gaat om verbouwing van een kantoorgebouw.
45262710-1,Onderhoud van muurschilderingen,"Verven, vernissen en wegmarkeringen",Let op: alleen van toepassing indien het gaat om schilder- of herstelwerk; bij restauratie van historisch erfgoed kan afwijking noodzakelijk zijn.
45262800-9,Uitbreidingswerkzaamheden aan gebouwen,"Ontwerp, bouw en beheer van kantoorgebouwen",Let op: alleen van toepassing indien de uitbreiding betrekking heeft op een kantoorgebouw.
45262900-0,Werkzaamheden aan balkons,"Ontwerp, bouw en beheer van kantoorgebouwen",Let op: alleen van toepassing indien onderdeel van renovatie of bouw van een kantoorgebouw.
45300000-0,Installatiewerkzaamheden in de bouw,"Ontwerp, bouw en beheer van kantoorgebouwen",Let op: alleen van toepassing indien uitgevoerd als gebouwgebonden installatiewerk binnen kantoorgebouwen.
45310000-3,Aanleg van elektriciteit,"Ontwerp, bouw en beheer van kantoorgebouwen",Let op: alleen van toepassing indien het de aanleg van elektrische installaties binnen kantoorgebouwen betreft.
45311000-0,Aanbrengen van elektrische bedrading en fittings,"Ontwerp, bouw en beheer van kantoorgebouwen",Let op: alleen van toepassing indien gebruikt voor gebouwgebonden elektrische installaties binnen kantoorgebouwen.
45311100-1,Aanbrengen van elektrische bedrading,"Ontwerp, bouw en beheer van kantoorgebouwen",Let op: alleen van toepassing indien het gaat om interne bedradingsinstallaties binnen kantoorgebouwen.
45311200-2,Aanbrengen van elektrische fittings,"Ontwerp, bouw en beheer van kantoorgebouwen",Let op: alleen van toepassing indien toegepast binnen gebouwgebonden elektrische installaties in kantoorgebouwen.
45312000-7,Installeren van alarmsystemen en antennes,"Ontwerp, bouw en beheer van kantoorgebouwen",Let op: alleen van toepassing indien het gaat om gebouwgebonden beveiligings- en antenne-installaties binnen kantoorgebouwen.
45312100-8,Installeren van brandalarmsystemen,"Ontwerp, bouw en beheer van kantoorgebouwen",Let op: alleen van toepassing indien gebruikt voor brandveiligheidsinstallaties binnen kantoorgebouwen.
45312200-9,Installeren van inbraakalarmsystemen,"Ontwerp, bouw en beheer van kantoorgebouwen",Let op: alleen van toepassing indien het gaat om gebouwgebonden inbraakbeveiliging binnen kantoorgebouwen.
45312300-0,Installeren van antennes,"Ontwerp, bouw en beheer van kantoorgebouwen",Let op: alleen van toepassing indien het gaat om antenne-installaties binnen of op kantoorgebouwen.
45312310-3,Installatie van bliksembeveiliging,"Ontwerp, bouw en beheer van kantoorgebouwen",Let op: alleen van toepassing indien uitgevoerd als gebouwgebonden bliksembeveiligingsinstallatie binnen kantoorgebouwen.
45312311-0,Installeren van bliksemafleiders,"Ontwerp, bouw en beheer van kantoorgebouwen",Let op: alleen van toepassing indien toegepast als onderdeel van bliksembeveiliging binnen kantoorgebouwen.
